BTF_ID,Station,Unit,BTF Date,BTF Time,BTF Weight,BTF Prim Sec,Region,Sub-region,Sub-sub-region,Locn along tube,Feature,Offset ID,El,Tube,Tube circuit,Tube pass,Failure mode,FM_Group,FM_Detail,Notes,Butt weld count,Notes Secondary Damage,External release,Event driven,BTF date retrospective,BTF time retrospective,Survey locn,Date of Last Inspection,Outage Code,Outage type,Outage DateTime Start,Outage dateTime Finish,LOA op derate,LOA run-down,LOA outage,LOA run-up,LOA masked,LOA $,Notes Outage LOA,Plant Failure Report,BTF Report
LY1_2012-02-06_Evap,LY,LY1,6/02/2012,,1,1,Evap,WW: LHS (W),,Header: Inlet,Memb. term.,,,T248,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,WW_SlopingWall_Inlet_Header_Membrane_Term,,,Maintenance,17/02/2012 20:00,,,,,,,,,,
LD3_2012-01-25_RH,LD,LD3,25/01/2012,,1,1,RH,RH2,,T18-T21 tie,Tie: Solid,,E09,T21_T,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Mix of E08 & E09 in report.  Will use E09 here per ALS database but can't totally exclude failure was E08.,,,,,,,,,,,,,,,,,,,,,
LD3_2012-01-25_Evap,LD,LD3,25/01/2012,,1,1,Evap,WW: Bot vest,Rear: B-side,Horiz bend,Bend,,,T089,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD2_2012-01-01_Evap,LD,LD2,1/01/2012,,1,1,Evap,WW: LHS (B),,Tank level -1,Penetration: Sootblower,,,T108,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"PPW report 1836.  Burner C-D level.  At redundant sootblower penetration. PPW says appeared to have gailed at T108 (straight) at the weld of an infill plate.  ALS report has as fatigue, but given at penetration and later severe erosion findings at penettrations, can't dismiss external corrosion.  sdm",,,,,,,,,,,,,,,,,,,,,
LD3_2011-12-19_Evap,LD,LD3,19/12/2011,,1,1,Evap,WW: RHS (A),,Drum level -1,Door: Access,,,T154,,,,Corrosion - pitting/wastage,Corrosion: External,"Door A8.  2 old window welds on tube and PPW report attributed to BTF to very poor quality of weld and failure at porosity.  However, although could assign as Quality: Welding, suspect may be more likely driven by external erosion so have assigned as that for now.  Could reassess later. ",,,,,,,,,,,,,,,,,,,,,
LY1_2011-12-17_Evap,LY,LY1,17/12/2011,,1,1,Evap,WW: LHS (W),,Buckstay Offset 2 L,Memb. term.,,,T029,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Cracked adjacent to offset tube (28).,,None,,,,,WW_SlopingWall_Buckstay_offset_Membrane_Term,,11-U1-D,Maintenance,20/12/2011 21:00,22/12/2011 1:30,,,17.42,,,"$316,439",,,
LD2_2011-11-30_Evap,LD,LD2,30/11/2011,,1,1,Evap,WW: Rear,,Bunker level -1,Attachment: Buckstay,,,T001,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Weld toe crack on underside of buckstay. Welded at crown of tube. A-side rear corner.,,,,,,,,,,,,,,,,,,,,,
BW4_2011-11-23_RH,BW,BW4,23/11/2011,,1,1,RH,RH5,Vertical leg,Mid-height vertical leg,Straight,,E041,T01,,,,Creep rupture,Creep: Long term,"No blockage found, but can't exclude.  Have assigned as long-term after reviewing report. sdm 2-Nov-19.  Behind partition wall screen tubes.",,,,,,,,,,,,,,,,,,,,,
LD2_2011-11-23_Evap,LD,LD2,23/11/2011,,1,1,Evap,WW: RHS (A),,Burner G-H,Door: Observation,,,T006,,,,Corrosion - pitting/wastage,Corrosion: External,,,,,,,,,,,,,,,,,,,,,,
LD4_2011-11-22_RH,LD,LD4,22/11/2011,,1,1,RH,RH1,RH1 1st pass,,Straight,,E11,T01,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,near hanger but not sure which one from PPW report.,,,,,,,,,,,,,,,,,,,,,
LD2_2011-11-02_RH,LD,LD2,2/11/2011,,1,1,RH,RH2,,T18-T21 tie,Tie: Solid,,E08,T21,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,[Not in PlantTrack as of 7-Nov-2019?],,,,,,,,,,,,,,,,,,,,,
LD3_2011-10-21_Evap,LD,LD3,21/10/2011,,1,1,Evap,WW: Front,Header: Upper,Stub-to-header,Stub,,,T042,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"PPW said manufacture weld failure, but more likely to be a fatigue crack unless header suffer signif external erosion. There are some photos but not definitive. Sdm",,,,,,,,,,,,,,,,,,,,,
LD3_2011-10-15_Evap,LD,LD3,15/10/2011,,1,1,Evap,WW: Rear,,Burner A-B level. Top apex.,Penetration: Burner apex,,,T037,,,,Corrosion - pitting/wastage,Corrosion: External,Corner 7.  Top apex of corner 7 burner opening.  PPW suggest updraft through opening.  Photos given.  Have assigned as external corrosion based on later investigation of the failures at openings. Sdm,,,,,,,,,,,,,,,,,,,,,
LD3_2011-10-15_Evap_b,LD,LD3,15/10/2011,,1,1,Evap,WW: LHS (B),,Nose of front wall,Side/sloping walls,,,T051,,,,Corrosion - pitting/wastage,Corrosion: External,PPW suggest external corrosion associated with refractory at sloping wall to side wall interface.  Peter Merrett suggest known mechanism so could be worth confirming history with him.,,,,,,,,,,,,,,,,,,,,,
LD3_2011-09-21_Evap,LD,LD3,21/09/2011,,1,1,Evap,WW: Front,,RH1 inlet,Seal box,,,T328,,,,Corrosion - pitting/wastage,Corrosion: External,At RH penetration 23: left side joggled fron tube. (I think T328 but may be worth confirming). PPW suggest weld defect but later investigations would indicate external corrosion / acidic refractory the driver. Sdm,,,,,,,,,,,,,,,,,,,,,
LD3_2011-09-17_Evap,LD,LD3,17/09/2011,,1,1,Evap,WW: LHS (B),,Belt duct,Attachment: Buckstay pressure plate,,,T001,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Front / B-side corner. Welded across tube crowns. Repair used saddles around tubes with weld to membrane not tube crown.,,,,,,,,,,,,,,,,,,,,,
LY1_2011-09-09_SH,LY,LY1,9/09/2011,,1,1,SH,SH2,Lower bank,Tail: Outlet,Tail,,Tail 01,T03,,,,Erosion,Erosion: Fly-ash,"Was shielded in Aug-11, but found in Sep-11 planned outage to be leaking under shield. Was replaced with Conformaclad tail as were 12-off other outlet tails and 3-off inlet tails.",,,,,,,SH2_Tail_outlet_bif,,,Planned,6/06/2011 0:00,,,,-,,, $-   ,,,
LD2_2011-08-31_SH,LD,LD2,31/08/2011,,1,1,SH,SH2,,,Tie: Solid,,E083,T13,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Refer PPW report 1651. Caused starvation damage of tube 18 between middle and rear hangers. Not clear from PPW report which hanger.,,,,,,,,,,,,,,,,,,,,,
LY4_2011-08-15_RH,LY,LY4,15/08/2011,,1,1,RH,RH1,Upper bank,Tail: Inlet,Tail,,Tail 66,T08,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,RH1_Tail_Bif_Inlet,,,Forced,15/08/2011 19:59,18/08/2011 12:42,,,30.85,,,"$770,000",,,
LY4_2011-08-15_RH_b,LY,LY4,15/08/2011,,0,1,RH,RH1,Upper bank,Tail: Inlet,Tail,,Tail 05,T08,,,,Erosion,Erosion: Fly-ash,,,,,,,,,,,,,,,,,,,,,,
LY1_2011-08-05_SH,LY,LY1,5/08/2011,,1,1,SH,SH2,Upper bank,Tail: Inlet,Tail,,Tail 01,T03,,,Rupture,Erosion,Erosion: Fly-ash,n.b. one of the shields found worn through in Aug-11 had been installed in Aug 2010 (5mm thick 253MA). This rapid wear triggered the awareness that changed operating conditions (insufficient sootblowing) were triggering the spate of fly ash erosion failures.,,,,,,,SH2_Tail_inlet_bif,,,Forced,5/08/2011 6:10,8/08/2011 23:17,,,51.42,,,"$1,286,000",,,
LD2_2011-08-02_Evap,LD,LD2,2/08/2011,,1,1,Evap,WW: Front,,Belt duct: 200mm above,Arc strike,,,T148,,,,Quality,Quality: Welding,"PPW report suggests likely from arc strike for pad welding.  ALS BTF database had as overheating/starvation, but not sure of basis.",,,,,,,,,,,,,,,,,,,,,
LD1_2011-07-29_SH,LD,LD1,29/07/2011,,1,1,SH,SH1,,"Front wall,  bottom bend",Adjacent wall,,E90,T01,,,,Erosion,Erosion: Fly-ash,Bottom bend at front wall adjacent centre wall.,,,,,,,,,,,,,,,,,,,,,
LD1_2011-07-29_Evap,LD,LD1,29/07/2011,,1,1,Evap,WW: Front,,Nose tubes: dip seal,Attachment: Dip seal,,,T096,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,,,,,,,,,
LD2_2011-06-12_Evap,LD,LD2,12/06/2011,,1,1,Evap,WW: LHS (B),,Sloping wall,Side/sloping walls,,,T140,,,,Corrosion - pitting/wastage,Corrosion: External,B side wall at rear sloping wall.  Just above seal plate that attaches to sloping wall.,,,,,,,,,,,,,,,,,,,,,
LD2_2011-05-06_RH,LD,LD2,6/05/2011,,1,1,RH,RH2,Lower RH2 pass,Betw. hangers: Mid to Rear,Weld: DMW,,E23,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,,,,,,,
LD2_2011-05-06_RH_b,LD,LD2,6/05/2011,,1,1,RH,RH2,Lower RH2 pass,Betw. hangers: Mid to Rear,Weld: DMW,,E24,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,,,,,,,
LD2_2011-05-06_RH_c,LD,LD2,6/05/2011,,1,1,RH,RH2,Lower RH2 pass,Betw. hangers: Mid to Rear,Straight,,E19,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,Not right at weld,,,,,,,,,,,,,,,,,,,,,
LD2_2011-05-06_RH_d,LD,LD2,6/05/2011,,1,1,RH,RH2,Lower RH2 pass,Betw. hangers: Mid to Rear,Straight,,E11,T03,,,,Creep rupture,Creep: Long term,"Although one of the lower tubes in the inlet pass, this is a shorter circuit.  Somewhat surprising that it failed if other tubes T03s are not showing distress.  Sdm",,,,,,,,,,,,,,,,,,,,,
LD2_2011-05-06_RH_e,LD,LD2,6/05/2011,,1,1,RH,RH2,Lower RH2 pass,,Straight,,E12,T06,,,,Creep rupture,Creep: Long term,ALS suggest high temperature corrosion / thermal fatigue but perhaps better hust to assign to long term high temperature.  Was a somewhat unusual failure that was circumferential and about 75 mm from weld. Sdm,,,,,,,,,,,,,,,,,,,,,
LD2_2011-05-03_RH,LD,LD2,3/05/2011,,1,1,RH,RH2,Upper RH2 pass,Betw. hangers: Mid to Rear,Weld: DMW,,E13,T21,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,Leaking,,,,,,,,,,,,,,,,,,,,,
LD4_2011-04-01_RH,LD,LD4,1/04/2011,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Tie: Slip,,E23,T02,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,,,,,,,,,
LY1_2011-03-03_RH,LY,LY1,3/03/2011,,1,1,RH,RH1,Lower bank,"45° tube, rear wall",Straight,,E143,T08,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,RH1_LB_45degree_RearWall_UpperBend,,,Forced,3/03/2011 12:22,5/03/2011 22:58,,,33.65,,,,,PFR111-002,
LY4_2011-02-20_RH,LY,LY4,20/02/2011,,1,1,RH,RH1,Lower bank,"45° tube, rear wall",Straight,,E140,T08,,,Rupture,Erosion,Erosion: Fly-ash,,,Rear waterwall tubes 140 & 141 holed: replaced.  138 & 139 eroded to 4.0 and 2.8 rem wall:  Pad welded.,,,,,RH1_LB_45degree_RearWall_UpperBend,,,Forced,20/02/2011 6:47,23/02/2011 6:04,,,40.78,,,,,PFR411-001,
LD1_2011-02-15_Evap,LD,LD1,15/02/2011,,1,1,Evap,WW: Bot vest,Front: B-side,Horiz bend,Horizontal,,,T008,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD2_2011-02-15_Evap,LD,LD2,15/02/2011,,1,1,Evap,WW: LHS (B),,Operating +1,Door: Inspection,,,T007,,,,Corrosion - pitting/wastage,Corrosion: External,failed at butt weld,,,,,,,,,,,,,,,,,,,,,
LD2_2011-01-27_Econ,LD,LD2,27/01/2011,,1,1,Econ,Econ A,Upper bank,Centre bends,Bend adj wall,,E086,T03,,,,Erosion,Erosion: Fly-ash,"From photo and PPW description, probably just (50-100mm) u/s of intrados on T03. sdm",,,,,,,,,,,,,,,,,,,,,
BW2_2011-01-06_SH,BW,BW2,6/01/2011,,1,1,SH,SH2,Inclined,Tie row D,Tie: Solid,,Panel 1,T38,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T38-T39 tie,,,,,,,,,,,,,,,,,,,,,
LD2_2010-12-30_SH,LD,LD2,30/12/2010,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,Straight,,E035,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
BW3_2010-11-30_SH,BW,BW3,30/11/2010,,1,1,SH,SH2,Outlet,Outlet stub,Foreign object,,Panel 4,T67,,,,Creep rupture,Creep: Short term — Starvation/Blockage,Partial blockage by foreign object at the T67  orifice at the inlet header. Ruptured at bend in outlet stub.,,,,,,,,,,,,,,,,,,,,,
LD2_2010-11-25_RH,LD,LD2,25/11/2010,,1,1,RH,RH1,RH1 2nd pass,Betw. hangers: Mid to Rear,Straight,,E17,T08,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LY2_2010-11-12_Evap,LY,LY2,12/11/2010,,1,1,Evap,WW: LHS (W),,Header: Inlet,Memb. term.,,,?,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,None,,,,,WW_SlopingWall_Inlet_Header_Membrane_Term,,,Maintenance,19/11/2010 22:00,21/11/2010 1:00,,,14.8,,,,,PFR210-006,
LD3_2010-09-25_Evap,LD,LD3,25/09/2010,,1,1,Evap,WW: Front,,RH1 penetration,Penetration: RH1,,,T207,,,,Corrosion - pitting/wastage,Corrosion: External,RH element 17,,,,,,,,,,,,,,,,,,,,,
LY1_2010-09-20_SH,LY,LY1,20/09/2010,,1,1,SH,SH1,Convection Bank,,Straight,,E18,T04,,,Crack,Quality,Quality: Welding,Defect at new weld for stubs installed Aug-10,,"18.3 holes, 18.2 minor wear",,,,,,,,Maintenance,20/09/2010 21:00,23/09/2010 16:15,,,38.72,,,,,PFR110-002,
LD4_2010-09-11_Evap,LD,LD4,11/09/2010,,1,1,Evap,WW: Bot vest,Rear: A-side,,Horizontal,,,T086,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,"At extrados of horiz bend, not bottom",,,,,,,,,,,,,,,,,,,,,
LY4_2010-09-11_RH,LY,LY4,11/09/2010,,1,1,RH,RH1,Lower bank,Bif: Outlet,Tail,,Tail 02,T05,,,Rupture,Erosion,Erosion: Fly-ash,Secondary damage from April 2010 fly ash erosion of 45° tube,,Bif 2.4,,,,,RH1_LB_45degree_rearwall,,,Forced,11/09/2010 10:45,14/09/2010 10:30,,,41.38,,,,,PFR410-004,need loss info!
LD4_2010-09-10_RH,LD,LD4,10/09/2010,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Tie: Flex,,E26,T04,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Corrosion-fatigue,May need to reassess mechanism.  Sdm,,,,,,,,,,,,,,,,,,,,,
LY2_2010-08-31_Econ,LY,LY2,31/08/2010,,1,1,Econ,Upper bank,,Orifice: Inlet leg,Orifice weld,,E136,T01,,,Crack,Quality,Quality: Welding,Upstream site weld for orifice assembly installed 2003,,,,,,,Econ_orifice,,,Forced,31/08/2010 19:15,2/09/2010 9:15,,,20.88,,,,,PFR210-004,
LD1_2010-08-17_RH,LD,LD1,17/08/2010,,1,1,RH,RH2,,,Straight,,E16,T06,,,,Creep rupture,Creep: Long term,suggested as wrong material in ALS BTF register.  But will give as long term creep here for now. Sdm,,,,,,,,,,,,,,,,,,,,,
LY3_2010-08-16_SH,LY,LY3,16/08/2010,,1,1,SH,SH2,Lower bank,Weld: Butt,Weld: Butt,,E073,T08,,,Crack,Quality,Quality: Welding,Flash butt weld parted at centre: 360°,,73.9: eroded,,,,,SH2_FlashButtWelds,,,Forced,16/08/2010 9:30,18/08/2010 10:30,,,26.47,,, $-   ,,PFR310-002,
LD1_2010-08-02_Evap,LD,LD1,2/08/2010,,1,1,Evap,WW: Front,,Belt duct,Attachment: Buckstay pressure plate,,,T048,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,,,,,,,,,
LD1_2010-08-02_Econ,LD,LD1,2/08/2010,,1,1,Econ,Econ B,Lower bank,"Centre bends, 3rd U-bend from top of bank",Bend,,E103,T11,,,,Erosion,Erosion: Fly-ash,"Reported as Bend H, 3rd from bottom, but H is shown as 3rd set of U bends from top of lower bank.  Eroded at extrados.  E103 capped at inlet/outlet headers rather than doing full bend replacements.",,,,,,,,,,,,,,,,,,,,,
LD2_2010-07-23_Evap,LD,LD2,23/07/2010,,1,1,Evap,WW: Rear,,Burner G-H level,Quality: Maintenance,,,T337,,,,Quality,Quality: Maintenance,Part wall thickness ocy-acetylene 'cut' from nearby works led to reduced wall and subsequent penetration via internal and external oxidation. Burner at corner 2. Failure on rear side of tube in between the flat bar seal welds. Metallurgy & insp reports by ALS.,,,,,,,,,,,,,,,,,,,,,
LD2_2010-07-21_SH,LD,LD2,21/07/2010,,1,1,SH,SH4,,Betw. hangers: Front to Mid,Straight,,E079,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD2_2010-06-21_Econ,LD,LD2,21/06/2010,,1,1,Econ,Econ A,Upper bank,Centre bends,Bend adj wall,,E097,T02,,,,Erosion,Erosion: Fly-ash,RT reports shows replacements of bends at both E96 & E97 at bends T01-T04 and T02-T03.,,,,,,,,,,,,,,,,,,,,,
LY1_2010-06-21_RH,LY,LY1,21/06/2010,,1,1,RH,RH1,Lower bank,"45° tube, rear wall",Straight,,E148,T08,,,Rupture,Erosion,Erosion: Fly-ash,Fly ash erosion on 45° tube after mesh plugged?,,Ruptured east bif inlet leg for bif 74.1,,,,,RH1_LB_45degree_rearwall,,,Forced,21/06/2010 8:53,25/06/2010 3:43,,,52.07,,,,,PFR110-001,
LD4_2010-06-18_Evap,LD,LD4,18/06/2010,,1,1,Evap,WW: LHS (B),,Sloping wall,Side/sloping walls,,,T133,,,,Corrosion - pitting/wastage,Corrosion: External,Tubes replaced were B-side T130-T141.  Likely corrosion associated with wet refractory and/or ash. From photos T133 seems most likely but not certain primary. Sdm,,,,,,,,,,,,,,,,,,,,,
LD2_2010-06-03_RH,LD,LD2,3/06/2010,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Straight,,E09,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LY2_2010-06-02_SH,LY,LY2,2/06/2010,,1,1,SH,SH2,Upper bank,SBL C-D,Acoustic baffle,,E117,T08,,,Rupture,Erosion,Erosion: Sootblower,S/B erosion exacerbated by acoustic baffle,,"Ruptured: 118.8, 119.4, 112.2, 113.1, 113.2, plus bends & bent tubes",,,,,SH2_adj_Baffle,,,Forced,2/06/2010 7:33,6/06/2010 11:20,,,52.7,,,,,PFR210-002,
LD1_2010-05-27_Econ,LD,LD1,27/05/2010,,1,1,Econ,Econ B,Upper bank,Spacer bar: 3rd from header (Mid),Spacer bar,,E095,T03,,,,Erosion,Erosion: Fly-ash,"RT weld map shows near centre spacers, but specific location of leak not confirmed.  Sdm",,,,,,,,,,,,,,,,,,,,,
LY3_2010-05-18_RH,LY,LY3,18/05/2010,,1,1,RH,RH1,Lower bank,"45° tube, rear wall",Straight,,E001,T08,,,Rupture,Erosion,Erosion: Fly-ash,Fly ash erosion on 45° tube after mesh plugged?,,,,,,,RH1_LB_45degree_rearwall,,,Forced,18/05/2010 17:01,21/05/2010 5:05,,,35,,,,,PFR310-001,
LD2_2010-04-27_Econ,LD,LD2,27/04/2010,,1,1,Econ,Econ B,,,Bend,,E072,?,,,,Erosion,Erosion: Fly-ash,"Photo shows hole in E072 intrados of a bottom tube, but not immediately clear if upper bank header wall or lower bank centre wall, but may be able to deduce from labelled E71 & E72.  RT suggests damage to E069-E074. Assume E72 hole was primary but not certain.",,,,,,,,,,,,,,,,,,,,,
LY4_2010-04-27_RH,LY,LY4,27/04/2010,,1,1,RH,RH1,Lower bank,"45° tube, rear wall",Straight,,E003,T08,,,Rupture,Erosion,Erosion: Fly-ash,Fly ash erosion on 45° tube after mesh plugged?,,,,,,,RH1_LB_45degree_rearwall,,,Forced,27/04/2010 10:59,29/04/2010 21:05,,,33.34,,,,,PFR410-001,
LY2_2010-04-12_RH,LY,LY2,12/04/2010,,1,1,RH,RH1,Lower bank,"Front wall, bend intrados",Bend,,E123,T01,,,Rupture,Erosion,Erosion: Fly-ash,Fly ash erosion on intrados of misaligned tube.,,,,,,,RH1_Bend_LB_FrontWall,,,Forced,12/04/2010 14:55,15/04/2010 23:06,,,43.63,,,,,PFR210-001,
LD2_2010-02-23_Evap,LD,LD2,23/02/2010,,1,1,Evap,WW: Rear,,Centre wall penetration T071,Offset,,,T186,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Corrosion-fatigue,ALS metallurgy report: LID2-4255-L647-01,,,,,,,,,,,,,,,,,,,,,
LD4_2010-02-01_SH,LD,LD4,1/02/2010,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,Straight,,E35,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD2_2009-12-14_Econ,LD,LD2,14/12/2009,,1,1,Econ,Econ B,Upper bank,?,?,,E034,T03,,,,Erosion,Erosion: Fly-ash,Refer PFR 09/0039.  Specific location not identified.,,,,,,,,,,,,,,,,,,,,,
LY2_2009-12-09_RH,LY,LY2,9/12/2009,,1,1,RH,RH2,Upper bank,U/S of DMW,Ferritic pre DMW,,E15,T08,,,Rupture,Creep rupture,Creep: Long term,Failed just upstream of original flash butt DMW. Had been thought that the DMW had been replaced in 1999 or 2003.,,C/R C 15,,,,,RH2_Creep,,,Planned,20/10/2010 21:03,30/10/2010 6:43,,,-,,,,,,
LD2_2009-11-30_RH,LD,LD2,30/11/2009,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Weld: DMW,,E18,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,,,,,,,
LD1_2009-11-22_Econ,LD,LD1,22/11/2009,,1,1,Econ,Econ A,Upper bank,Centre bends,Adjacent wall,,E064,T02,,,,Erosion,Erosion: Fly-ash,PPW report 1063,,,,,,,,,,,,,,,,,,,,,
BW1_2009-10-14_SH,BW,BW1,14/10/2009,,1,1,SH,SH2,Inclined,Tie row B,Tie: Solid,,Panel 1,T02,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Tie T02-T03. d/s end.,,,,,,,,,,,,,,,,,,,,,
LY2_2009-10-08_Evap,LY,LY2,8/10/2009,,1,1,Evap,WW: Rear,Sloping,T171,Scallop plate,,,T171,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Crack at scallop plate thru tube 171. 6 tubes secondary damage.,,"Rear 295 & 296, East 168-171",,,,,WW_SlopingWall_Scallop_plates,,,Forced,8/10/2009 21:00,30/10/2009 18:30,,,61.75,,,,,,
LD2_2009-09-07_Evap,LD,LD2,7/09/2009,,1,1,Evap,WW: Rear,,Belt duct,Attachment: Belt duct floor,,,T356,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,This leak at corner 2 from on RTS from leak at corner 7. ALS metallurgy report: LID2-4222-08.  Main crack from outside but joined to less deep corrosion-fatigue cracking. Sdm,,,,,,,,,,,,,,,,,,,,,
LD2_2009-09-03_Evap,LD,LD2,3/09/2009,,1,1,Evap,WW: Rear,,Burner C level,Plate: Infill,,,T034,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,ALS metallurgy report: LID2-4222-07.  Transverse crack across infill plate and into tube. At corner 7 but not clear from met report eaxactly where. Others may be able to confirm.,,,,,,,,,,,3/09/2009 22:14,,,,,,,,,,
LD4_2009-08-28_Evap,LD,LD4,28/08/2009,,1,1,Evap,WW: Bot vest,Rear: B-side,?,Horizontal,,,T128,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2009-07-20_Evap,LD,LD4,20/07/2009,,1,1,Evap,WW: Rear,Corner 2,Burner B Level,?,,,T337,,,,Unknown,Unknown: ?,"Only based on ALS BTF database, which suggests sourceas MG data.  It suggests erosion but would think fatigue or external corrosion more likely.  Sdm",,,,,,,,,,,,,,,,,,,,,
LY2_2009-07-08_SH,LY,LY2,8/07/2009,,1,1,SH,SH2,Lower Bank,Bif: Outlet,Bif,,?,?,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep - cold,,,"33.1, 33.2, 32.1, 32.2, waterwall 62-66",,,,,SH2_bif_out,,,Forced,8/07/2009 6:33,12/07/2009 20:17,,,55.03,,,,,,
LD2_2009-06-12_Evap,LD,LD2,12/06/2009,,1,1,Evap,WW: Front,,Burner bottom,Attachment: Burner box,,,T327,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,ALS metallurgy report: LID2-4205-01. Corner 1.  Main crack from external toe but pitting (corrosion-fatigue?) to ~0.5mm at bore,,,,,,,,,,,,,,,,,,,,,
LD2_2009-04-14_RH,LD,LD2,14/04/2009,,1,1,RH,RH2,,?,Straight,,E21,T08,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD4_2009-03-14_SH,LD,LD4,14/03/2009,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,Straight,,E06,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD2_2009-03-05_Econ,LD,LD2,5/03/2009,,1,1,Econ,Econ B,,,Spacer bar,,E071,T03,,,,Erosion,Erosion: Fly-ash,"RT on E069-E072, T1 & T2 all, T3 & T4 just E71 & E72.  Photos indicate near spacer bar but not sure which. Also not sure of basis of E71 T03 as primary.",,,,,,,,,,,,,,,,,,,,,
BW2_2009-02-13_SH,BW,BW2,13/02/2009,,1,1,SH,SH2,Inclined,Tie row A,Tie: Solid,,Panel 6,T03,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Tie T03-T04,,,,,,,,,,,,,,,,,,,,,
LY4_2009-01-04_SH,LY,LY4,4/01/2009,,1,1,SH,SH1,Header: Outlet,,Stub,,?,?,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,SH1_Outlet_Header_Stub,,,Maintenance,7/01/2009 21:06,8/01/2009 18:59,,,12.85,,,,,,
